,Unnamed: 0.1,Unnamed: 0,sentence,adjectives,transparency,polarity,negation,gender,roberta_large_mnli_contradiction_scores,roberta_large_mnli_entailment_scores,deberta_large_mnli_contradiction_scores,deberta_large_mnli_entailment_scores
467,467,467,He is unsocial. He is social.,social-unsocial,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
468,468,468,He is not social. He is social.,social-unsocial,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
469,469,469,He is not unsocial. He is unsocial.,social-unsocial,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
470,470,470,He is not social. He is unsocial.,social-unsocial,y,pm,y,mm,0.9672675132751465,0.32355594635009766,0.9871407747268676,0.8874911665916443
471,471,471,He is not unsocial. He is social.,social-unsocial,y,mp,y,mm,0.42033079266548157,0.7594159841537476,0.1353026181459427,0.7808898091316223
472,472,472,She is social. She is social.,social-unsocial,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
473,473,473,She is unsocial. She is unsocial.,social-unsocial,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
474,474,474,She is social. She is unsocial.,social-unsocial,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
475,475,475,She is unsocial. She is social.,social-unsocial,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
476,476,476,She is not social. She is social.,social-unsocial,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
477,477,477,She is not unsocial. She is unsocial.,social-unsocial,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
478,478,478,She is not social. She is unsocial.,social-unsocial,y,pm,y,ff,0.9694941639900208,0.3835674524307251,0.9880717396736144,0.902883529663086
479,479,479,She is not unsocial. She is social.,social-unsocial,y,mp,y,ff,0.37956205010414124,0.7661197781562805,0.1504696756601333,0.8015129566192627
480,480,480,He is intelligent. He is intelligent.,intelligent-unintelligent,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
481,481,481,He is unintelligent. He is unintelligent.,intelligent-unintelligent,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
482,482,482,He is intelligent. He is unintelligent.,intelligent-unintelligent,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
483,483,483,He is unintelligent. He is intelligent.,intelligent-unintelligent,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
484,484,484,He is not intelligent. He is intelligent.,intelligent-unintelligent,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
485,485,485,He is not unintelligent. He is unintelligent.,intelligent-unintelligent,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
486,486,486,He is not intelligent. He is unintelligent.,intelligent-unintelligent,y,pm,y,mm,0.9674808382987976,0.6749966740608215,0.9824968576431274,0.93629652261734
487,487,487,He is not unintelligent. He is intelligent.,intelligent-unintelligent,y,mp,y,mm,0.6380605697631836,0.6531071662902832,0.1138732731342315,0.8103166222572327
488,488,488,She is intelligent. She is intelligent.,intelligent-unintelligent,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
489,489,489,She is unintelligent. She is unintelligent.,intelligent-unintelligent,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
490,490,490,She is intelligent. She is unintelligent.,intelligent-unintelligent,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
491,491,491,She is unintelligent. She is intelligent.,intelligent-unintelligent,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
492,492,492,She is not intelligent. She is intelligent.,intelligent-unintelligent,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
493,493,493,She is not unintelligent. She is unintelligent.,intelligent-unintelligent,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
494,494,494,She is not intelligent. She is unintelligent.,intelligent-unintelligent,y,pm,y,ff,0.9702892899513245,0.740943431854248,0.9847790598869324,0.942612886428833
495,495,495,She is not unintelligent. She is intelligent.,intelligent-unintelligent,y,mp,y,ff,0.5395976305007935,0.6871199607849121,0.1206857711076736,0.8439639210700989
496,496,496,He is intelligent. He is intelligent.,intelligent-dumb,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
497,497,497,He is dumb. He is dumb.,intelligent-dumb,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
498,498,498,He is intelligent. He is dumb.,intelligent-dumb,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
499,499,499,He is dumb. He is intelligent.,intelligent-dumb,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
500,500,500,He is not intelligent. He is intelligent.,intelligent-dumb,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
501,501,501,He is not dumb. He is dumb.,intelligent-dumb,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
502,502,502,He is not intelligent. He is dumb.,intelligent-dumb,n,pm,y,mm,0.9712563753128052,0.707320511341095,0.9597647190093994,0.7991517782211304
503,503,503,He is not dumb. He is intelligent.,intelligent-dumb,n,mp,y,mm,0.568960964679718,0.6750674247741699,0.2290149629116058,0.720687747001648
504,504,504,She is intelligent. She is intelligent.,intelligent-dumb,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
505,505,505,She is dumb. She is dumb.,intelligent-dumb,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
506,506,506,She is intelligent. She is dumb.,intelligent-dumb,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
507,507,507,She is dumb. She is intelligent.,intelligent-dumb,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
508,508,508,She is not intelligent. She is intelligent.,intelligent-dumb,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
509,509,509,She is not dumb. She is dumb.,intelligent-dumb,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
510,510,510,She is not intelligent. She is dumb.,intelligent-dumb,n,pm,y,ff,0.9726774096488953,0.741069495677948,0.9709129333496094,0.8187877535820007
511,511,511,She is not dumb. She is intelligent.,intelligent-dumb,n,mp,y,ff,0.4756886065006256,0.6853227019309998,0.2338277697563171,0.7470812201499939
512,512,512,He is clever. He is clever.,clever-dumb,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
513,513,513,He is dumb. He is dumb.,clever-dumb,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
514,514,514,He is clever. He is dumb.,clever-dumb,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
515,515,515,He is dumb. He is clever.,clever-dumb,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
516,516,516,He is not clever. He is clever.,clever-dumb,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
517,517,517,He is not dumb. He is dumb.,clever-dumb,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
518,518,518,He is not clever. He is dumb.,clever-dumb,n,pm,y,mm,0.947181224822998,0.6376656293869019,0.9540145993232728,0.6967644691467285
519,519,519,He is not dumb. He is clever.,clever-dumb,n,mp,y,mm,0.578088641166687,0.6635822653770447,0.2248506098985672,0.6021210551261902
520,520,520,She is clever. She is clever.,clever-dumb,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
521,521,521,She is dumb. She is dumb.,clever-dumb,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
522,522,522,She is clever. She is dumb.,clever-dumb,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
523,523,523,She is dumb. She is clever.,clever-dumb,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
524,524,524,She is not clever. She is clever.,clever-dumb,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
525,525,525,She is not dumb. She is dumb.,clever-dumb,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
526,526,526,She is not clever. She is dumb.,clever-dumb,n,pm,y,ff,0.9490642547607422,0.7045918703079224,0.9683884978294371,0.7250836491584778
527,527,527,She is not dumb. She is clever.,clever-dumb,n,mp,y,ff,0.4901232123374939,0.6841887831687927,0.2355770319700241,0.6395881772041321
528,528,528,He is smart. He is smart.,smart-dumb,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
529,529,529,He is dumb. He is dumb.,smart-dumb,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
530,530,530,He is smart. He is dumb.,smart-dumb,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
531,531,531,He is dumb. He is smart.,smart-dumb,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
532,532,532,He is not smart. He is smart.,smart-dumb,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
533,533,533,He is not dumb. He is dumb.,smart-dumb,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
534,534,534,He is not smart. He is dumb.,smart-dumb,n,pm,y,mm,0.9720237255096436,0.6981757283210754,0.9763354659080504,0.8512502908706665
535,535,535,He is not dumb. He is smart.,smart-dumb,n,mp,y,mm,0.596852719783783,0.6925510168075562,0.2653274536132812,0.7773780226707458
536,536,536,She is smart. She is smart.,smart-dumb,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
537,537,537,She is dumb. She is dumb.,smart-dumb,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
538,538,538,She is smart. She is dumb.,smart-dumb,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
539,539,539,She is dumb. She is smart.,smart-dumb,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
540,540,540,She is not smart. She is smart.,smart-dumb,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
541,541,541,She is not dumb. She is dumb.,smart-dumb,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
542,542,542,She is not smart. She is dumb.,smart-dumb,n,pm,y,ff,0.9714809656143188,0.7302494049072266,0.9813684821128844,0.8695544004440308
543,543,543,She is not dumb. She is smart.,smart-dumb,n,mp,y,ff,0.5174102783203125,0.7125142216682434,0.26557257771492,0.8084282279014587
544,544,544,He is intelligent. He is intelligent.,intelligent-stupid,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
545,545,545,He is stupid. He is stupid.,intelligent-stupid,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
546,546,546,He is intelligent. He is stupid.,intelligent-stupid,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
547,547,547,He is stupid. He is intelligent.,intelligent-stupid,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
548,548,548,He is not intelligent. He is intelligent.,intelligent-stupid,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
549,549,549,He is not stupid. He is stupid.,intelligent-stupid,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
550,550,550,He is not intelligent. He is stupid.,intelligent-stupid,n,pm,y,mm,0.971702516078949,0.7174836993217468,0.9647603034973145,0.8348556160926819
551,551,551,He is not stupid. He is intelligent.,intelligent-stupid,n,mp,y,mm,0.5700950026512146,0.6853041052818298,0.2341483682394027,0.7134535908699036
552,552,552,She is intelligent. She is intelligent.,intelligent-stupid,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
553,553,553,She is stupid. She is stupid.,intelligent-stupid,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
554,554,554,She is intelligent. She is stupid.,intelligent-stupid,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
555,555,555,She is stupid. She is intelligent.,intelligent-stupid,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
556,556,556,She is not intelligent. She is intelligent.,intelligent-stupid,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
557,557,557,She is not stupid. She is stupid.,intelligent-stupid,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
558,558,558,She is not intelligent. She is stupid.,intelligent-stupid,n,pm,y,ff,0.9725297689437866,0.7564870715141296,0.975244641304016,0.8488833904266357
559,559,559,She is not stupid. She is intelligent.,intelligent-stupid,n,mp,y,ff,0.48276475071907043,0.691924512386322,0.2348659038543701,0.7400206923484802
560,560,560,He is clever. He is clever.,clever-stupid,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
561,561,561,He is stupid. He is stupid.,clever-stupid,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
562,562,562,He is clever. He is stupid.,clever-stupid,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
563,563,563,He is stupid. He is clever.,clever-stupid,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
564,564,564,He is not clever. He is clever.,clever-stupid,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
565,565,565,He is not stupid. He is stupid.,clever-stupid,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
566,566,566,He is not clever. He is stupid.,clever-stupid,n,pm,y,mm,0.9470053315162659,0.6603139638900757,0.9605039358139038,0.7298030257225037
567,567,567,He is not stupid. He is clever.,clever-stupid,n,mp,y,mm,0.6009246706962585,0.707484245300293,0.2279088795185089,0.593254804611206
568,568,568,She is clever. She is clever.,clever-stupid,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
569,569,569,She is stupid. She is stupid.,clever-stupid,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
570,570,570,She is clever. She is stupid.,clever-stupid,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
571,571,571,She is stupid. She is clever.,clever-stupid,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
572,572,572,She is not clever. She is clever.,clever-stupid,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
573,573,573,She is not stupid. She is stupid.,clever-stupid,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
574,574,574,She is not clever. She is stupid.,clever-stupid,n,pm,y,ff,0.9464028477668762,0.7502753138542175,0.973874807357788,0.7544222474098206
575,575,575,She is not stupid. She is clever.,clever-stupid,n,mp,y,ff,0.5171101093292236,0.7260144948959351,0.2390310764312744,0.6352322697639465
576,576,576,He is smart. He is smart.,smart-stupid,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
577,577,577,He is stupid. He is stupid.,smart-stupid,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
578,578,578,He is smart. He is stupid.,smart-stupid,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
579,579,579,He is stupid. He is smart.,smart-stupid,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
580,580,580,He is not smart. He is smart.,smart-stupid,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
581,581,581,He is not stupid. He is stupid.,smart-stupid,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
582,582,582,He is not smart. He is stupid.,smart-stupid,n,pm,y,mm,0.9712642431259155,0.7207346558570862,0.9746720194816588,0.8543941378593445
583,583,583,He is not stupid. He is smart.,smart-stupid,n,mp,y,mm,0.5690724849700928,0.7068526148796082,0.2507712244987488,0.7684952616691589
584,584,584,She is smart. She is smart.,smart-stupid,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
585,585,585,She is stupid. She is stupid.,smart-stupid,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
586,586,586,She is smart. She is stupid.,smart-stupid,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
587,587,587,She is stupid. She is smart.,smart-stupid,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
588,588,588,She is not smart. She is smart.,smart-stupid,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
589,589,589,She is not stupid. She is stupid.,smart-stupid,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
590,590,590,She is not smart. She is stupid.,smart-stupid,n,pm,y,ff,0.9706188440322876,0.7536852955818176,0.9817954301834106,0.869514524936676
591,591,591,She is not stupid. She is smart.,smart-stupid,n,mp,y,ff,0.4971697926521301,0.718652606010437,0.2483576983213424,0.7984761595726013
592,592,592,He is charitable. He is charitable.,charitable-uncharitable,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
593,593,593,He is uncharitable. He is uncharitable.,charitable-uncharitable,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
594,594,594,He is charitable. He is uncharitable.,charitable-uncharitable,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
595,595,595,He is uncharitable. He is charitable.,charitable-uncharitable,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
596,596,596,He is not charitable. He is charitable.,charitable-uncharitable,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
597,597,597,He is not uncharitable. He is uncharitable.,charitable-uncharitable,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
598,598,598,He is not charitable. He is uncharitable.,charitable-uncharitable,y,pm,y,mm,0.9805459380149841,0.46619969606399536,0.9925616979599,0.9465520977973938
599,599,599,He is not uncharitable. He is charitable.,charitable-uncharitable,y,mp,y,mm,0.38856691122055054,0.5849002003669739,0.058752816170454,0.8031768798828125
600,600,600,She is charitable. She is charitable.,charitable-uncharitable,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
601,601,601,She is uncharitable. She is uncharitable.,charitable-uncharitable,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
602,602,602,She is charitable. She is uncharitable.,charitable-uncharitable,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
603,603,603,She is uncharitable. She is charitable.,charitable-uncharitable,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
604,604,604,She is not charitable. She is charitable.,charitable-uncharitable,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
605,605,605,She is not uncharitable. She is uncharitable.,charitable-uncharitable,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
606,606,606,She is not charitable. She is uncharitable.,charitable-uncharitable,y,pm,y,ff,0.9759008288383484,0.4826071858406067,0.9928887486457824,0.9519414901733398
607,607,607,She is not uncharitable. She is charitable.,charitable-uncharitable,y,mp,y,ff,0.3337751626968384,0.6114809513092041,0.0637354403734207,0.8267183899879456
608,608,608,He is careful. He is careful.,careful-careless,-,pp,n,mm,-1.0,-1.0,-1.0,-1.0
609,609,609,He is careless. He is careless.,careful-careless,-,mm,n,mm,-1.0,-1.0,-1.0,-1.0
610,610,610,He is careful. He is careless.,careful-careless,-,pm,n,mm,-1.0,-1.0,-1.0,-1.0
611,611,611,He is careless. He is careful.,careful-careless,-,mp,n,mm,-1.0,-1.0,-1.0,-1.0
612,612,612,He is not careful. He is careful.,careful-careless,-,pp,y,mm,-1.0,-1.0,-1.0,-1.0
613,613,613,He is not careless. He is careless.,careful-careless,-,mm,y,mm,-1.0,-1.0,-1.0,-1.0
614,614,614,He is not careful. He is careless.,careful-careless,-,pm,y,mm,0.9486700296401978,0.43560490012168884,0.9695669412612916,0.8053277134895325
615,615,615,He is not careless. He is careful.,careful-careless,-,mp,y,mm,0.2979845404624939,0.9500778913497925,0.3323827385902405,0.8691983222961426
616,616,616,She is careful. She is careful.,careful-careless,-,pp,n,ff,-1.0,-1.0,-1.0,-1.0
617,617,617,She is careless. She is careless.,careful-careless,-,mm,n,ff,-1.0,-1.0,-1.0,-1.0
618,618,618,She is careful. She is careless.,careful-careless,-,pm,n,ff,-1.0,-1.0,-1.0,-1.0
619,619,619,She is careless. She is careful.,careful-careless,-,mp,n,ff,-1.0,-1.0,-1.0,-1.0
620,620,620,She is not careful. She is careful.,careful-careless,-,pp,y,ff,-1.0,-1.0,-1.0,-1.0
621,621,621,She is not careless. She is careless.,careful-careless,-,mm,y,ff,-1.0,-1.0,-1.0,-1.0
622,622,622,She is not careful. She is careless.,careful-careless,-,pm,y,ff,0.9514327645301819,0.49773046374320984,0.974504828453064,0.8274457454681396
623,623,623,She is not careless. She is careful.,careful-careless,-,mp,y,ff,0.273285448551178,0.9443256855010986,0.3573379814624786,0.892802894115448
624,624,624,He is clean. He is clean.,clean-dirty,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
625,625,625,He is dirty. He is dirty.,clean-dirty,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
626,626,626,He is clean. He is dirty.,clean-dirty,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
627,627,627,He is dirty. He is clean.,clean-dirty,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
628,628,628,He is not clean. He is clean.,clean-dirty,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
629,629,629,He is not dirty. He is dirty.,clean-dirty,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
630,630,630,He is not clean. He is dirty.,clean-dirty,n,pm,y,mm,0.9719903469085693,0.8834293484687805,0.9828234910964966,0.9176715016365052
631,631,631,He is not dirty. He is clean.,clean-dirty,n,mp,y,mm,0.6662641167640686,0.8730507493019104,0.2319188266992569,0.8342220783233643
632,632,632,She is clean. She is clean.,clean-dirty,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
633,633,633,She is dirty. She is dirty.,clean-dirty,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
634,634,634,She is clean. She is dirty.,clean-dirty,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
635,635,635,She is dirty. She is clean.,clean-dirty,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
636,636,636,She is not clean. She is clean.,clean-dirty,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
637,637,637,She is not dirty. She is dirty.,clean-dirty,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
638,638,638,She is not clean. She is dirty.,clean-dirty,n,pm,y,ff,0.9736975431442261,0.8924039006233215,0.9865046739578248,0.9238619208335876
639,639,639,She is not dirty. She is clean.,clean-dirty,n,mp,y,ff,0.6126484870910645,0.8731343746185303,0.2489025741815567,0.852542519569397
640,640,640,He is wise. He is wise.,wise-unwise,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
641,641,641,He is unwise. He is unwise.,wise-unwise,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
642,642,642,He is wise. He is unwise.,wise-unwise,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
643,643,643,He is unwise. He is wise.,wise-unwise,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
644,644,644,He is not wise. He is wise.,wise-unwise,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
645,645,645,He is not unwise. He is unwise.,wise-unwise,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
646,646,646,He is not wise. He is unwise.,wise-unwise,y,pm,y,mm,0.981848955154419,0.5493109822273254,0.9902570247650146,0.9166426062583924
647,647,647,He is not unwise. He is wise.,wise-unwise,y,mp,y,mm,0.13484708964824677,0.6809425950050354,0.0581568405032157,0.7546958923339844
648,648,648,She is wise. She is wise.,wise-unwise,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
649,649,649,She is unwise. She is unwise.,wise-unwise,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
650,650,650,She is wise. She is unwise.,wise-unwise,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
651,651,651,She is unwise. She is wise.,wise-unwise,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
652,652,652,She is not wise. She is wise.,wise-unwise,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
653,653,653,She is not unwise. She is unwise.,wise-unwise,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
654,654,654,She is not wise. She is unwise.,wise-unwise,y,pm,y,ff,0.9839343428611755,0.6772918701171875,0.9913563132286072,0.9225869178771972
655,655,655,She is not unwise. She is wise.,wise-unwise,y,mp,y,ff,0.1606059968471527,0.7131028175354004,0.0575718432664871,0.7721741199493408
656,656,656,He is wise. He is wise.,wise-foolish,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
657,657,657,He is foolish. He is foolish.,wise-foolish,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
658,658,658,He is wise. He is foolish.,wise-foolish,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
659,659,659,He is foolish. He is wise.,wise-foolish,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
660,660,660,He is not wise. He is wise.,wise-foolish,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
661,661,661,He is not foolish. He is foolish.,wise-foolish,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
662,662,662,He is not wise. He is foolish.,wise-foolish,n,pm,y,mm,0.9844274520874023,0.604405403137207,0.9742796421051024,0.790611743927002
663,663,663,He is not foolish. He is wise.,wise-foolish,n,mp,y,mm,0.2698400318622589,0.7609520554542542,0.1775793433189392,0.6527801752090454
664,664,664,She is wise. She is wise.,wise-foolish,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
665,665,665,She is foolish. She is foolish.,wise-foolish,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
666,666,666,She is wise. She is foolish.,wise-foolish,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
667,667,667,She is foolish. She is wise.,wise-foolish,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
668,668,668,She is not wise. She is wise.,wise-foolish,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
669,669,669,She is not foolish. She is foolish.,wise-foolish,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
670,670,670,She is not wise. She is foolish.,wise-foolish,n,pm,y,ff,0.9849400520324707,0.6956040859222412,0.979278802871704,0.7985326647758484
671,671,671,She is not foolish. She is wise.,wise-foolish,n,mp,y,ff,0.26101216673851013,0.770090639591217,0.1859264522790908,0.662151038646698
672,672,672,He is cheerful. He is cheerful.,cheerful-gloomy,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
673,673,673,He is gloomy. He is gloomy.,cheerful-gloomy,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
674,674,674,He is cheerful. He is gloomy.,cheerful-gloomy,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
675,675,675,He is gloomy. He is cheerful.,cheerful-gloomy,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
676,676,676,He is not cheerful. He is cheerful.,cheerful-gloomy,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
677,677,677,He is not gloomy. He is gloomy.,cheerful-gloomy,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
678,678,678,He is not cheerful. He is gloomy.,cheerful-gloomy,n,pm,y,mm,0.9736614227294922,0.8855116367340088,0.9840176701545716,0.8645923733711243
679,679,679,He is not gloomy. He is cheerful.,cheerful-gloomy,n,mp,y,mm,0.31454652547836304,0.8459863662719727,0.3215279281139374,0.6299688220024109
680,680,680,She is cheerful. She is cheerful.,cheerful-gloomy,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
681,681,681,She is gloomy. She is gloomy.,cheerful-gloomy,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
682,682,682,She is cheerful. She is gloomy.,cheerful-gloomy,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
683,683,683,She is gloomy. She is cheerful.,cheerful-gloomy,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
684,684,684,She is not cheerful. She is cheerful.,cheerful-gloomy,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
685,685,685,She is not gloomy. She is gloomy.,cheerful-gloomy,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
686,686,686,She is not cheerful. She is gloomy.,cheerful-gloomy,n,pm,y,ff,0.9767298698425293,0.8902173638343811,0.9865049719810486,0.8859918713569641
687,687,687,She is not gloomy. She is cheerful.,cheerful-gloomy,n,mp,y,ff,0.2811068296432495,0.8265047073364258,0.3144003748893738,0.6646935343742371
688,688,688,He is dextrous. He is dextrous.,dextrous-clumsy,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
689,689,689,He is clumsy. He is clumsy.,dextrous-clumsy,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
690,690,690,He is dextrous. He is clumsy.,dextrous-clumsy,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
691,691,691,He is clumsy. He is dextrous.,dextrous-clumsy,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
692,692,692,He is not dextrous. He is dextrous.,dextrous-clumsy,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
